control_id,control_name,group,domain_or_lens,normalized_severity,catalog_severity,applicability_for_fnnlr,gateforge_status,evidence_summary,source_required_evidence,fail_condition
D2-UX-READINESS-007,Activation moment,UX Readiness,D2,P1,"P2 default; P1 when it blocks activation, conversion, accessibility, or public launch credibility",applicable,MISSING_EVIDENCE,Control catalog item mapped to fnnlr GA profile; specific evidence must be inspected before PASS.,screenshots or demo; user journey walkthrough; mobile/desktop captures; accessibility/performance checks; copy and error-state examples,"Users cannot understand, trust, or complete the core action due to design, UX, UI, or localization failures."
D2-UX-READINESS-008,Dashboard navigation,UX Readiness,D2,P1,"P2 default; P1 when it blocks activation, conversion, accessibility, or public launch credibility",applicable,MISSING_EVIDENCE,Control catalog item mapped to fnnlr GA profile; specific evidence must be inspected before PASS.,screenshots or demo; user journey walkthrough; mobile/desktop captures; accessibility/performance checks; copy and error-state examples,"Users cannot understand, trust, or complete the core action due to design, UX, UI, or localization failures."
D2-UX-READINESS-009,Main action discoverability,UX Readiness,D2,P1,"P2 default; P1 when it blocks activation, conversion, accessibility, or public launch credibility",applicable,PARTIAL,AI package exists; hard cost/safety/eval evidence incomplete.,screenshots or demo; user journey walkthrough; mobile/desktop captures; accessibility/performance checks; copy and error-state examples,"Users cannot understand, trust, or complete the core action due to design, UX, UI, or localization failures."
D2-UX-READINESS-010,Empty states,UX Readiness,D2,P1,"P2 default; P1 when it blocks activation, conversion, accessibility, or public launch credibility",applicable,MISSING_EVIDENCE,Control catalog item mapped to fnnlr GA profile; specific evidence must be inspected before PASS.,screenshots or demo; user journey walkthrough; mobile/desktop captures; accessibility/performance checks; copy and error-state examples,"Users cannot understand, trust, or complete the core action due to design, UX, UI, or localization failures."
D2-UX-READINESS-011,Error states,UX Readiness,D2,P1,"P2 default; P1 when it blocks activation, conversion, accessibility, or public launch credibility",applicable,MISSING_EVIDENCE,Control catalog item mapped to fnnlr GA profile; specific evidence must be inspected before PASS.,screenshots or demo; user journey walkthrough; mobile/desktop captures; accessibility/performance checks; copy and error-state examples,"Users cannot understand, trust, or complete the core action due to design, UX, UI, or localization failures."
D2-UX-READINESS-012,Loading states,UX Readiness,D2,P1,"P2 default; P1 when it blocks activation, conversion, accessibility, or public launch credibility",applicable,MISSING_EVIDENCE,Control catalog item mapped to fnnlr GA profile; specific evidence must be inspected before PASS.,screenshots or demo; user journey walkthrough; mobile/desktop captures; accessibility/performance checks; copy and error-state examples,"Users cannot understand, trust, or complete the core action due to design, UX, UI, or localization failures."
D2-UX-READINESS-013,Success states,UX Readiness,D2,P1,"P2 default; P1 when it blocks activation, conversion, accessibility, or public launch credibility",applicable,MISSING_EVIDENCE,Control catalog item mapped to fnnlr GA profile; specific evidence must be inspected before PASS.,screenshots or demo; user journey walkthrough; mobile/desktop captures; accessibility/performance checks; copy and error-state examples,"Users cannot understand, trust, or complete the core action due to design, UX, UI, or localization failures."
D2-UX-READINESS-014,Form UX,UX Readiness,D2,P1,"P2 default; P1 when it blocks activation, conversion, accessibility, or public launch credibility",applicable,MISSING_EVIDENCE,Control catalog item mapped to fnnlr GA profile; specific evidence must be inspected before PASS.,screenshots or demo; user journey walkthrough; mobile/desktop captures; accessibility/performance checks; copy and error-state examples,"Users cannot understand, trust, or complete the core action due to design, UX, UI, or localization failures."
D2-UX-READINESS-015,User guidance,UX Readiness,D2,P1,"P2 default; P1 when it blocks activation, conversion, accessibility, or public launch credibility",applicable,MISSING_EVIDENCE,Control catalog item mapped to fnnlr GA profile; specific evidence must be inspected before PASS.,screenshots or demo; user journey walkthrough; mobile/desktop captures; accessibility/performance checks; copy and error-state examples,"Users cannot understand, trust, or complete the core action due to design, UX, UI, or localization failures."
D2-UX-READINESS-016,Tooltips and help text,UX Readiness,D2,P1,"P2 default; P1 when it blocks activation, conversion, accessibility, or public launch credibility",applicable,MISSING_EVIDENCE,Control catalog item mapped to fnnlr GA profile; specific evidence must be inspected before PASS.,screenshots or demo; user journey walkthrough; mobile/desktop captures; accessibility/performance checks; copy and error-state examples,"Users cannot understand, trust, or complete the core action due to design, UX, UI, or localization failures."
D2-UX-READINESS-017,Friction points,UX Readiness,D2,P1,"P2 default; P1 when it blocks activation, conversion, accessibility, or public launch credibility",applicable,MISSING_EVIDENCE,Control catalog item mapped to fnnlr GA profile; specific evidence must be inspected before PASS.,screenshots or demo; user journey walkthrough; mobile/desktop captures; accessibility/performance checks; copy and error-state examples,"Users cannot understand, trust, or complete the core action due to design, UX, UI, or localization failures."
D2-UX-READINESS-018,Drop-off risks,UX Readiness,D2,P1,"P2 default; P1 when it blocks activation, conversion, accessibility, or public launch credibility",applicable,MISSING_EVIDENCE,Control catalog item mapped to fnnlr GA profile; specific evidence must be inspected before PASS.,screenshots or demo; user journey walkthrough; mobile/desktop captures; accessibility/performance checks; copy and error-state examples,"Users cannot understand, trust, or complete the core action due to design, UX, UI, or localization failures."
D2-UX-READINESS-019,Mobile UX,UX Readiness,D2,P1,"P2 default; P1 when it blocks activation, conversion, accessibility, or public launch credibility",applicable,MISSING_EVIDENCE,Control catalog item mapped to fnnlr GA profile; specific evidence must be inspected before PASS.,screenshots or demo; user journey walkthrough; mobile/desktop captures; accessibility/performance checks; copy and error-state examples,"Users cannot understand, trust, or complete the core action due to design, UX, UI, or localization failures."
D2-UX-READINESS-020,Accessibility UX,UX Readiness,D2,P1,"P2 default; P1 when it blocks activation, conversion, accessibility, or public launch credibility",applicable,MISSING_EVIDENCE,Control catalog item mapped to fnnlr GA profile; specific evidence must be inspected before PASS.,screenshots or demo; user journey walkthrough; mobile/desktop captures; accessibility/performance checks; copy and error-state examples,"Users cannot understand, trust, or complete the core action due to design, UX, UI, or localization failures."
D2-UI-READINESS-001,Design system,UI Readiness,D2,P1,"P2 default; P1 when it blocks activation, conversion, accessibility, or public launch credibility",applicable,MISSING_EVIDENCE,Control catalog item mapped to fnnlr GA profile; specific evidence must be inspected before PASS.,screenshots or demo; user journey walkthrough; mobile/desktop captures; accessibility/performance checks; copy and error-state examples,"Users cannot understand, trust, or complete the core action due to design, UX, UI, or localization failures."
D2-UI-READINESS-002,Component consistency,UI Readiness,D2,P1,"P2 default; P1 when it blocks activation, conversion, accessibility, or public launch credibility",applicable,MISSING_EVIDENCE,Control catalog item mapped to fnnlr GA profile; specific evidence must be inspected before PASS.,screenshots or demo; user journey walkthrough; mobile/desktop captures; accessibility/performance checks; copy and error-state examples,"Users cannot understand, trust, or complete the core action due to design, UX, UI, or localization failures."
D2-UI-READINESS-003,Button styles,UI Readiness,D2,P1,"P2 default; P1 when it blocks activation, conversion, accessibility, or public launch credibility",applicable,MISSING_EVIDENCE,Control catalog item mapped to fnnlr GA profile; specific evidence must be inspected before PASS.,screenshots or demo; user journey walkthrough; mobile/desktop captures; accessibility/performance checks; copy and error-state examples,"Users cannot understand, trust, or complete the core action due to design, UX, UI, or localization failures."
D2-UI-READINESS-004,Form components,UI Readiness,D2,P1,"P2 default; P1 when it blocks activation, conversion, accessibility, or public launch credibility",applicable,MISSING_EVIDENCE,Control catalog item mapped to fnnlr GA profile; specific evidence must be inspected before PASS.,screenshots or demo; user journey walkthrough; mobile/desktop captures; accessibility/performance checks; copy and error-state examples,"Users cannot understand, trust, or complete the core action due to design, UX, UI, or localization failures."
D2-UI-READINESS-005,Table design,UI Readiness,D2,P1,"P2 default; P1 when it blocks activation, conversion, accessibility, or public launch credibility",applicable,MISSING_EVIDENCE,Control catalog item mapped to fnnlr GA profile; specific evidence must be inspected before PASS.,screenshots or demo; user journey walkthrough; mobile/desktop captures; accessibility/performance checks; copy and error-state examples,"Users cannot understand, trust, or complete the core action due to design, UX, UI, or localization failures."
D2-UI-READINESS-006,Dashboard cards,UI Readiness,D2,P1,"P2 default; P1 when it blocks activation, conversion, accessibility, or public launch credibility",applicable,MISSING_EVIDENCE,Control catalog item mapped to fnnlr GA profile; specific evidence must be inspected before PASS.,screenshots or demo; user journey walkthrough; mobile/desktop captures; accessibility/performance checks; copy and error-state examples,"Users cannot understand, trust, or complete the core action due to design, UX, UI, or localization failures."
